Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,informal,swear,netspeak,assent,nonflu,filler
775,1407424541295407104,522,Arizona,"Educator, curriculum expert, school founder and administrator. #ThearaWay (Personal account @reneerosales )",2021-10-20 02:43:53,https://t.co/PhdIosgLe2 is here to share some easy life hacks and easy to follow resources. Come and check it out. #thearaway #neurodiversity #adhd #ocd #dyslexia #education #lifehacks https://t.co/DhFZHQzC07,,35,86.18,61.26,1.94,99.00,11.67,22.86,60.00,8.57,8.57,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,0.00,2.86,0.00,0.00,0.00,2.86,0.00,0.00,8.57,2.86,0.00,5.71,0.00,0.00,0.00,11.43,0.00,5.71,0.00,5.71,0.00,0.00,0.00
776,34258680,2780,West of Mars,Editor to authors of fiction. Wordsmith. Line editing is my true love. Author. 412 girl living in the 412-ish. Proud #Littsburgh member,2021-10-20 02:24:02,"#TuesdayBookBlog I’LL PRAY WHEN I’M DYING by Stephen J. Golds (@SteveGone58) The best fictional depiction of OCD I’ve ever read. Hard-hitting, tough, and non-PC. Fabulous #OCD #noir https://t.co/2rNKe5lWDu via @OlgaNM7",['TuesdayBookBlog'],37,63.24,20.87,36.43,97.99,9.25,21.62,62.16,8.11,5.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,2.70,0.00,2.70,0.00,2.70,2.70,2.70,0.00,0.00,5.41,5.41,2.70,0.00,2.70,0.00,0.00,0.00
777,1320117010232205312,551,"Wilmington, DE","Kids/Parent Mental health, LGBT+, Beach bum, equity matters. Amateur advocate. Views are mine. #BLM 🏳️‍🌈",2021-10-20 02:21:16,"So a Self Care bot retweeted my tweet about how this was not self care and intact perpetuating harmful #OCD processes. 

What kind of weird meta self care hell am I in as someone who gives #Wellbeing talks? https://t.co/jZR4a4ZVey https://t.co/aeoSNlMmz8",['OCD'],47,37.17,73.84,1.90,66.07,15.67,19.15,72.34,14.89,8.51,6.38,0.00,2.13,0.00,17.02,0.00,0.00,0.00,0.00,8.51,0.00,2.13,0.00,4.26,0.00,2.13,4.26,4.26,0.00,0.00,0.00,0.00,2.13,12.77,0.00,8.51,2.13,6.38,0.00,0.00,0.00
778,1320117010232205312,551,"Wilmington, DE","Kids/Parent Mental health, LGBT+, Beach bum, equity matters. Amateur advocate. Views are mine. #BLM 🏳️‍🌈",2021-10-20 02:07:08,"Yesterday and today have been challenging. I'd love to tell you that this perfectly clean bed is my #TreatYoSelf and #SelfCare. 

But the reality is, this is #OCD manifesting through stress. https://t.co/JGFZKir27Q",['TreatYoSelf'],36,18.82,60.95,11.80,98.27,9.00,25.00,77.78,11.11,8.33,2.78,2.78,0.00,0.00,8.33,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,2.78,2.78,8.33,2.78,5.56,0.00,2.78,0.00,5.56,16.67,0.00,2.78,0.00,2.78,0.00,0.00,0.00
779,1394404707926478848,33,"Buenos Aires, Argentina","Founder of @visual_shots.
Criptocurrencies 📉📈                                            
Photography Lover 📸",2021-10-20 01:39:27,"Hello to all friends! I present a beautiful place that I visited during my to... https://t.co/nm097tABN6

#POSH #HiveBlogShare #Photography #Travel #BuenosAires #ocd #Hive #Curation #PeackD #",['POSH'],29,93.26,50.00,86.38,85.87,9.67,31.03,65.52,3.45,3.45,0.00,0.00,0.00,0.00,10.34,0.00,3.45,0.00,0.00,3.45,0.00,0.00,0.00,0.00,3.45,0.00,6.90,6.90,0.00,0.00,0.00,0.00,3.45,6.90,0.00,3.45,0.00,3.45,0.00,0.00,0.00
780,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-20 01:10:01,Online Counseling for #OCD https://t.co/i1eTlEdzyn,['OCD'],9,98.87,86.68,1.00,25.77,9.00,22.22,44.44,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00
781,542150378,1708,,🍁🍂🎃💀Artist/ Human/ Singer/ Mermaid... caretaker/ woman of many hats🧢 UBI! 🌊🧜‍♀️ cash app $hellabank / venmo @ hellafresh,2021-10-20 00:11:19,so this isn’t exactly a yg geared post but ive been thinking it’d be nice to connect with a few more fellow dermatillomaniacs 😝🤷‍♀️so i guess this is an invite to connect! if you happen to have #dermatillomania #ocd skincare’s a bit of an obsession so it’d be nice to share too🤷‍♀️🙂,,52,28.63,35.01,5.76,89.84,26.00,15.38,88.46,7.69,5.77,1.92,1.92,0.00,0.00,5.77,0.00,1.92,0.00,1.92,11.54,1.92,0.00,1.92,3.85,1.92,5.77,1.92,1.92,0.00,0.00,0.00,0.00,1.92,17.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
782,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-20 00:00:39,Online Therapist for the treatment of #OCD. Contact me if you are looking for effective Online Mindfulness Therapy via Skype for overcoming OCD. See:  https://t.co/37SDggbIH6  #OCDrecovery #OCDawareness #anxiety #mindfulness #depression,['OCD'],35,97.14,61.26,26.00,1.00,35.00,40.00,71.43,5.71,0.00,5.71,2.86,0.00,2.86,5.71,0.00,2.86,0.00,0.00,11.43,8.57,2.86,2.86,2.86,0.00,2.86,2.86,0.00,2.86,0.00,0.00,0.00,0.00,5.71,0.00,2.86,0.00,2.86,0.00,0.00,0.00
783,379179094,3998,United States,Award winning author of character driven romantic suspense. Let me entertain you. Editor at Champagne Book Group and freelance editor.,2021-10-19 23:53:02,"#TuesdayBookBlog I’LL PRAY WHEN I’M DYING by Stephen J. Golds (@SteveGone58) The best fictional depiction of OCD I’ve ever read. Hard-hitting, tough, and non-PC. Fabulous #OCD #noir https://t.co/Uyg37hY7n2 via @OlgaNM7",['TuesdayBookBlog'],36,62.04,20.24,39.76,98.27,9.00,25.00,63.89,8.33,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,2.78,0.00,2.78,0.00,2.78,2.78,2.78,0.00,0.00,5.56,5.56,2.78,0.00,2.78,0.00,0.00,0.00
784,1320117010232205312,551,"Wilmington, DE","Kids/Parent Mental health, LGBT+, Beach bum, equity matters. Amateur advocate. Views are mine. #BLM 🏳️‍🌈",2021-10-19 23:52:33,"This is a queen duvet cover. It's the size of a kickball, tightly wound on itself and still wet.

I'm a good launderer? washer? doer of #laundry? (See #OCD history, bed was ""most clean space"")

But this continues to elude me. Who knows how to stop the dryer sheet ball of wet? https://t.co/PVoOJJRMMX",,57,80.77,43.02,28.23,58.97,7.12,12.28,75.44,1.75,1.75,0.00,0.00,0.00,0.00,3.51,0.00,0.00,1.75,0.00,7.02,1.75,1.75,0.00,1.75,0.00,1.75,5.26,0.00,1.75,1.75,1.75,1.75,1.75,10.53,0.00,1.75,0.00,1.75,0.00,0.00,0.00
785,1380276867064815617,233,Venezuela,"#Writer of poetry and creative writing on #Hive | Community Manager | Insurance advisor 
• I ❤️ HiVE•",2021-10-19 23:47:20,Let me inhale your scent. I'll keep it in my suitcase for when I travel to you again. #hive #OCD  #posh #hiveisalive #creative #LiteraturePosts #alivetoken #blockchain #hiveblogshare #writers #alivetoken #love https://t.co/5Mmnql6zox,"['hive', 'OCD', 'posh']",36,38.60,60.95,58.07,98.27,12.00,25.00,61.11,5.56,5.56,0.00,0.00,0.00,0.00,8.33,0.00,0.00,0.00,0.00,2.78,0.00,2.78,0.00,0.00,0.00,0.00,5.56,2.78,2.78,0.00,0.00,0.00,0.00,5.56,2.78,2.78,0.00,2.78,0.00,0.00,0.00
786,1380276867064815617,233,Venezuela,"#Writer of poetry and creative writing on #Hive | Community Manager | Insurance advisor 
• I ❤️ HiVE•",2021-10-19 23:45:17,I will mark my presence in nooks and crannies of your existence and you will remember me when the sun rises even if it is not spring #hive #OCD #posh #hiveisalive #creative #LiteraturePosts #alivetoken #blockchain #hiveblogshare #writers #alivetoken #love https://t.co/5CF4wGCmP6,,46,30.06,41.41,54.89,93.61,46.00,26.09,58.70,4.35,4.35,0.00,0.00,0.00,0.00,6.52,0.00,0.00,0.00,0.00,8.70,2.17,2.17,2.17,2.17,0.00,4.35,4.35,2.17,2.17,0.00,0.00,0.00,2.17,2.17,4.35,2.17,0.00,2.17,0.00,0.00,0.00
787,1291387911238086664,21,"Australia ",Decentralised news reporter bringing you the latest in the developing crypto sector and global headlines and topics that matter most.,2021-10-19 23:35:48,"In today's video we lightly touch on what a #Bitcoin ETF is and a few of the dangers in such a high stakes gamble. 
#posh #hive #ocd #leofinance #etf #news #crypto #Blockchain #CryptocurrencyNews #Decentralisednews
 https://t.co/wAAottNTkD",['Bitcoin'],39,97.95,69.60,8.65,2.70,19.50,20.51,64.10,2.56,0.00,2.56,0.00,0.00,0.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,2.56,0.00,2.56,0.00,2.56,0.00,5.13,0.00,2.56,0.00,2.56,0.00,0.00,0.00
788,1016397855865688065,4127,Check out my Website 🌻😊👇🏻,The 💯% honest views of a Guy from the UK 🇬🇧 who ❤️'s @NUFC ⚽️ #نيوكاسل & suffers daily with #Anxiety #Depression #EUPD #OCD & #CPTSD 🥺 I love ❤️ my family x,2021-10-19 23:27:11,"Thank you so much to My Star Wars Life who is another New Friend 🤗 on ❤️ Twitter! I hope you enjoy 🌈 my Tweets 😊 ⚽️ x https://t.co/8nu8thrl2P @NUFC #BPD #EUPD #OCD #Anxiety #Depression #MentalHealth #LetsBeatMentalHealthTogether ❤️
#IWillNotLetMyMHKillMe 💚 #Retweet ✅",,40,52.71,89.42,3.37,25.77,20.00,20.00,65.00,15.00,7.50,7.50,2.50,2.50,2.50,15.00,0.00,2.50,0.00,0.00,2.50,0.00,0.00,2.50,2.50,0.00,0.00,12.50,10.00,0.00,2.50,0.00,0.00,0.00,7.50,2.50,7.50,0.00,7.50,0.00,0.00,0.00
789,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-19 23:25:01,Suffering from Obsessive thinking around your health? I recommend Online Mindfulness Therapy via Skype for Health Anxiety and Hypochondria. Visit: https://t.co/a34MmnaE1i #OCD #anxiety #panicattacks #OnlineTherapistForOCD #intrusivethoughts,,30,93.26,84.14,65.14,1.00,10.00,43.33,73.33,16.67,0.00,16.67,13.33,0.00,3.33,10.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.00,0.00,0.00
790,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-19 23:15:01,Online Therapy for #OCD https://t.co/TF5BoVDGzY,['OCD'],9,98.87,50.00,1.00,25.77,9.00,22.22,44.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00
791,1407463865928105988,57,"North Carolina, USA","Antiques, aged cheese, Bloody Mary mix. Art, books, music, films, puppies. Monsters, ghosts, aliens. He/Him/His/Himself. GAD and OCD. Anti-fascist. BLM.",2021-10-19 22:41:10,"#OCD #GAD #PureOCD 

Welcome to OCD! Where the improbable, impossible, and utterly absurd becomes irrefutable and indisputable REALITY! 

No, it’s not as great as it sounds.","['OCD', 'GAD', 'PureOCD']",26,33.48,22.08,1.40,99.00,8.67,34.62,73.08,7.69,7.69,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,15.38,3.85,0.00,3.85,0.00,3.85,3.85,7.69,3.85,0.00,0.00,3.85,0.00,0.00,7.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00
792,1241492760680693760,479,Austin,"Writer, proud mama, ten-year veteran of parenting OCD. Memoir in Progress: Fierce Motherhood: A Year of OCD Hell, Healing, and Coming Home.",2021-10-19 22:39:18,"Even if you know not to assure and accommodate your loved one with #OCD, the disorder is a trickster and will find the most insidious ways to hook you. A good therapist will weed that out, another reason family counseling is crucial.",['OCD'],42,68.29,92.33,6.50,99.00,21.00,19.05,80.95,7.14,7.14,0.00,0.00,0.00,0.00,14.29,2.38,0.00,0.00,0.00,16.67,7.14,2.38,2.38,4.76,2.38,4.76,7.14,4.76,0.00,0.00,2.38,0.00,0.00,9.52,4.76,0.00,0.00,0.00,0.00,0.00,0.00
793,1436258074852044830,73,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-19 22:27:44,"Tuesday's positives and achievement.
+) Pocketwatch used
+) Reading The Witcher Sword of Destiny
+) TV (#PrisonBreak, #PrivatePractice, #You)
A) Read 30 pages (in small chunks)!
#mentalhealth #bipolar #anxiety #OCD https://t.co/12SchfJm87",,33,97.28,81.84,2.40,1.59,11.00,39.39,63.64,9.09,3.03,6.06,3.03,0.00,0.00,6.06,0.00,0.00,3.03,0.00,6.06,0.00,3.03,0.00,0.00,3.03,0.00,12.12,0.00,3.03,6.06,6.06,0.00,3.03,0.00,3.03,3.03,0.00,3.03,0.00,0.00,0.00
794,254191631,4906,,"Award-winning and bestselling author, wife, mother, coffee lover, and chocolate connoisseur.
🌈",2021-10-19 22:25:03,"#TuesdayBookBlog I’LL PRAY WHEN I’M DYING by Stephen J. Golds (@SteveGone58) The best fictional depiction of OCD I’ve ever read. Hard-hitting, tough, and non-PC. Fabulous #OCD #noir https://t.co/24t5ImNrs8 via @OlgaNM7",['TuesdayBookBlog'],38,64.39,21.49,33.36,97.58,9.50,21.05,60.53,7.89,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00,2.63,0.00,2.63,0.00,2.63,2.63,2.63,0.00,0.00,5.26,5.26,2.63,0.00,2.63,0.00,0.00,0.00
795,1373768161263288326,45,earth,"believer. husband. nerd. tea snob. no one special.
δοῦλος του Χριστού",2021-10-19 22:02:21,"OCD is a hellish mental disorder that I would not wish on anyone. However, it has helped me to have more compassion on others suffering and to not flippantly use the term OCD. #OCD",,34,34.65,3.89,47.25,1.76,11.33,17.65,94.12,8.82,2.94,5.88,0.00,2.94,2.94,5.88,0.00,0.00,0.00,0.00,23.53,0.00,2.94,5.88,2.94,0.00,11.76,2.94,2.94,0.00,0.00,0.00,0.00,2.94,11.76,2.94,0.00,0.00,0.00,0.00,0.00,0.00
796,27226606,5384,,Sassy writer. Avid Jazzerciser. Cat lover. Mahjong maven. Yoga practitioner. Needlepoint addict. Chocaholic. Best mom ever. Adores Handsome.,2021-10-19 22:02:02,"#TuesdayBookBlog I’LL PRAY WHEN I’M DYING by Stephen J. Golds (@SteveGone58) The best fictional depiction of OCD I’ve ever read. Hard-hitting, tough, and non-PC. Fabulous #OCD #noir https://t.co/qvpqPHNkGa via @OlgaNM7",['TuesdayBookBlog'],36,62.04,20.24,39.76,98.27,9.00,25.00,63.89,8.33,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,2.78,0.00,2.78,0.00,2.78,2.78,2.78,0.00,0.00,5.56,5.56,2.78,0.00,2.78,0.00,0.00,0.00
797,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-19 22:00:00,Online Therapist for Obsessive Compulsive Disorder (OCD). Contact me if you are looking for effective Online Mindfulness Therapy via Skype for overcoming OCD. See: https://t.co/37SDggbIH6 #OCD #OCDrecovery #OCDawareness #anxiety #mindfulness #depr…,,36,93.26,60.95,23.51,1.00,36.00,41.67,66.67,5.56,0.00,5.56,5.56,0.00,0.00,5.56,0.00,2.78,0.00,0.00,11.11,8.33,2.78,2.78,2.78,0.00,2.78,2.78,0.00,2.78,0.00,0.00,0.00,0.00,5.56,0.00,2.78,0.00,2.78,0.00,0.00,0.00
798,48743186,63955,lilybaileyuk@gmail.com,"Writer and oversharing dog mum. Author of Because We Are Bad, a book about living with #OCD. Hosting #OCDTalkHour on Twitter every Wednesday 7pm UK time",2021-10-19 21:54:28,"Reassurance is a compulsion like any other, and seeking it is a vicious cycle. Easier said than done though 😬 #OCD https://t.co/wFYRbNptcg https://t.co/XkSpGIS8wi",['OCD'],30,70.69,36.95,10.08,84.54,15.00,20.00,66.67,10.00,6.67,3.33,0.00,3.33,0.00,6.67,0.00,0.00,0.00,0.00,13.33,0.00,0.00,0.00,3.33,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,6.67,0.00,6.67,0.00,6.67,0.00,0.00,0.00
799,3131112573,79,"Florida, USA",Harmony United Psychiatric Care-Serving Florida with #MentalHealth Clinics & Online #Psychiatry.,2021-10-19 21:51:47,"Depression can help throughout Florida!
For appointments: Call (352)431-3940 or Email info@hupcfl.com or visit https://t.co/E0tfq9WCZS.

#harmonyunitedpsychiatriccare #mentalhealth #depressionhelp #Florida #telehealth #telepsychiatry #anxious #bipolar #OCD https://t.co/HM5GR0SGKl",,37,90.36,70.57,4.50,1.00,12.33,37.84,51.35,10.81,2.70,8.11,2.70,0.00,5.41,10.81,0.00,0.00,0.00,0.00,8.11,2.70,0.00,0.00,5.41,0.00,5.41,2.70,2.70,0.00,2.70,0.00,0.00,0.00,2.70,0.00,8.11,0.00,8.11,0.00,2.70,0.00
800,258829432,4206,Canada,"#Author #WritingCommunity #hotrom #sweetrom#space #yoga #cats #CDN☄️🐱🧘‍♀️  GENDER - female.  Daryl - ancient Celtic female name. NO DMs. Ask first,plz",2021-10-19 21:38:01,"#TuesdayBookBlog I’LL PRAY WHEN I’M DYING by Stephen J. Golds (@SteveGone58) The best fictional depiction of OCD I’ve ever read. Hard-hitting, tough, and non-PC. Fabulous #OCD #noir https://t.co/scEIdWkzOC via @OlgaNM7",['TuesdayBookBlog'],36,62.04,20.24,39.76,98.27,9.00,25.00,63.89,8.33,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,2.78,0.00,2.78,0.00,2.78,2.78,2.78,0.00,0.00,5.56,5.56,2.78,0.00,2.78,0.00,0.00,0.00
801,144674243,12874,,"I am an avid reader, promoter of books, share Kindle free reads and pitch authors. Especially like to help Indie writers. I love to fish too.",2021-10-19 20:58:06,"#TuesdayBookBlog I’LL PRAY WHEN I’M DYING by Stephen J. Golds (@SteveGone58) The best fictional depiction of OCD I’ve ever read. Hard-hitting, tough, and non-PC. Fabulous #OCD #noir https://t.co/hHf5n3GCGB via @OlgaNM7",['TuesdayBookBlog'],36,62.04,20.24,39.76,98.27,9.00,25.00,63.89,8.33,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,2.78,0.00,2.78,0.00,2.78,2.78,2.78,0.00,0.00,5.56,5.56,2.78,0.00,2.78,0.00,0.00,0.00
802,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-19 20:55:01,Online Therapist for effective help overcoming #OCD. See: https://t.co/37SDggbIH6 #OCDrecovery #OCDawareness #IntrusiveThoughts,"['OCD', 'OCDrecovery', 'OCDawareness', 'IntrusiveThoughts']",17,97.21,72.17,1.00,25.77,8.50,41.18,47.06,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,5.88,5.88,0.00,0.00,0.00,0.00,11.76,5.88,5.88,5.88,0.00,0.00,0.00,5.88,0.00,5.88,0.00,5.88,0.00,0.00,0.00
803,42198628,3323,"Ottawa, Canada","Caregiver, author, blogger, speaker. The personal is political. Kindness matters.",2021-10-19 20:52:02,"Hey #disability #parenting Twitter: Fams of kids w #ADHD, #Autism, #CerebralPalsy, #Epilepsy, #IntellectualDisabilities &amp; #OCD who have SLEEPLESS nights: On Nov 9 join experts from @Dalhousie @PONDNetwork @EpLinkON + CP-Net for research-based #sleep tips: https://t.co/8086ASENju","['disability', 'parenting', 'ADHD', 'Autism', 'CerebralPalsy', 'Epilepsy']",40,96.79,89.42,1.00,72.57,40.00,32.50,50.00,2.50,2.50,0.00,0.00,0.00,0.00,12.50,2.50,0.00,0.00,0.00,2.50,0.00,2.50,0.00,0.00,0.00,0.00,10.00,7.50,0.00,2.50,0.00,0.00,0.00,5.00,0.00,7.50,0.00,5.00,0.00,0.00,0.00
804,1436258074852044830,73,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-19 20:38:39,"13 days of Lithium, 6 on 600mg. Not noticing any side effects at this point (perhaps gaining weight but I physically can't exercise at the moment and my diet is awful - will work on this when stable). Blood test tomorrow to continue titration. #mentalhealth #bipolar #anxiety #OCD",,47,72.05,6.83,99.00,1.00,11.75,27.66,85.11,4.26,0.00,4.26,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.89,4.26,2.13,0.00,4.26,0.00,6.38,4.26,0.00,4.26,0.00,2.13,0.00,0.00,8.51,4.26,0.00,0.00,0.00,0.00,0.00,0.00
805,772515514136526848,369,"England, United Kingdom","Online Therapy via Video-Calls with Chartered Clinical Psychologist, Therapist, & OCD Specialist | Evidence-Based Therapy ~ CBT (ERP, ACT, CFT) & Buddhism ☸",2021-10-19 20:15:45,"Why do you think OCD is still so misunderstood by many mental health professionals, especially when the OCD themes are of a more taboo nature? People need to know that OCD always focuses upon what's against our own values.

#ItsOktoAsk #OCD #OCDmyths #obsessivecompulsivedisorder",,43,56.66,82.39,21.56,25.77,14.33,18.60,83.72,4.65,2.33,2.33,2.33,0.00,0.00,6.98,0.00,0.00,0.00,0.00,18.60,6.98,2.33,2.33,0.00,4.65,2.33,2.33,2.33,0.00,0.00,0.00,0.00,0.00,16.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00
806,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-19 20:10:01,Online #Mindfulness Therapy via Skype for the treatment of #OCD obsessive intrusive thoughts and traumatic memories and memory images. Contact me to learn more. See: https://t.co/4fEstIJ89K #OCDrecovery #OnlineTherapistforOCD #IntrusiveThoughts,"['Mindfulness', 'OCD']",34,97.21,50.00,66.34,1.00,11.33,38.24,67.65,5.88,0.00,5.88,2.94,0.00,0.00,2.94,0.00,2.94,0.00,0.00,14.71,14.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,2.94,0.00,2.94,0.00,0.00,0.00
807,89962967,29198,"Boulder CO, USA","Peter Strong - Psychotherapist specializing in #MindfulnessTherapy via Skype for #Anxiety, #Agoraphobia, #OCD, #Depression, #PTSD & #Addiction. #OnlineTherapy",2021-10-19 20:05:01,Looking for Online Mindfulness Therapy for Bulimia or Binge Eating Disorder? Heal your underlying depression. Email me to schedule a therapy session via Skype. Visit: https://t.co/lEto5ifMlt #bulimia #eatingdisorders #mindfulness #addiction #OCD,,35,97.14,71.61,62.17,25.77,11.67,42.86,77.14,5.71,2.86,2.86,0.00,0.00,2.86,8.57,0.00,0.00,0.00,0.00,8.57,5.71,0.00,0.00,2.86,0.00,2.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,0.00,2.86,0.00,2.86,0.00,0.00,0.00
808,1436258074852044830,73,,"Anonymised account discussing day to day life, #Mentalhealth, #Bipolar, #Anxiety, and #OCD. UK based. 🏳️‍🌈",2021-10-19 19:51:41,"About to go shower with my wife's help. Exhaustion and humiliation is real but at least I'll be clean.
#mentalhealth #bipolar #anxiety #OCD","['mentalhealth', 'bipolar', 'anxiety', 'OCD']",23,60.05,33.19,54.89,1.00,7.67,21.74,91.30,13.04,0.00,13.04,8.70,4.35,0.00,8.70,4.35,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,4.35,13.04,8.70,0.00,8.70,0.00,0.00,0.00,13.04,4.35,0.00,0.00,0.00,0.00,0.00,0.00
809,885845539,93,Texas,Multiple Mental Disorders and on a Journey Towards Healing.,2021-10-19 19:16:06,I'm constantly questioning my every move. Big or small. Is it really worth it? Sometimes life seems so pointless. #OCD #mentalhealth #depression #Anxiety #mentalillness #abusesurvivor #trauma https://t.co/20lBZzGbnh,,31,14.95,9.86,99.00,1.00,6.20,32.26,80.65,12.90,0.00,12.90,3.23,3.23,3.23,0.00,0.00,0.00,0.00,0.00,19.35,6.45,0.00,0.00,12.90,3.23,6.45,6.45,0.00,0.00,6.45,0.00,0.00,0.00,12.90,0.00,3.23,0.00,3.23,0.00,0.00,0.00
810,435257936,5858,Michigan,"Books are my passion! I'm a publisher, author and book lover! Check out my webpage for details.",2021-10-19 19:03:01,"#TuesdayBookBlog I’LL PRAY WHEN I’M DYING by Stephen J. Golds (@SteveGone58) The best fictional depiction of OCD I’ve ever read. Hard-hitting, tough, and non-PC. Fabulous #OCD #noir https://t.co/4RB80Meyks via @OlgaNM7",['TuesdayBookBlog'],37,63.24,20.87,36.43,97.99,9.25,24.32,62.16,8.11,5.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.70,0.00,0.00,0.00,0.00,2.70,0.00,2.70,0.00,2.70,2.70,2.70,0.00,0.00,5.41,5.41,2.70,0.00,2.70,0.00,0.00,0.00
811,22236226,92,Newberg,"Megan Anna Neff, PsyD
#ActuallyAutistic Therapist
I create content on IG: https://t.co/rgwP3g85Jr…",2021-10-19 19:02:11,"ASD &amp; OCD share several traits &amp; co-occur at high rates. Ppl with OCD are 4x more likely to be diagnosed ASD, and Autistics are 2x more likely to be diagnosed OCD. For full info &amp; links to research:
https://t.co/fK9JwQgJjZ

#OCD #Autismawareness #mentalhealthmatters https://t.co/aM5J7e4G9P",,53,94.85,64.72,16.24,61.55,17.67,16.98,58.49,1.89,1.89,0.00,0.00,0.00,0.00,3.77,0.00,0.00,0.00,0.00,11.32,7.55,0.00,0.00,3.77,0.00,0.00,3.77,1.89,0.00,1.89,0.00,0.00,0.00,9.43,0.00,5.66,0.00,5.66,0.00,0.00,0.00
